WEAPON SOURCE COUNTRY,Location.Cordinates.Latitude,Location.Cordinates.Longitude,Data.Yeild.Upper,Data.Name,Date.Year
FRANCE,-21.83,-139,150,Euryphyle,1980
USSR,0,0,3.2,Butan,1980
FRANCE,-22,-139,20,Ilus,1980
USA,37,-116,20,Huronking,1980
USSR,0,0,3.2,Butan,1980
USSR,0,0,20,Nan,1980
USSR,49.91,78.86,150,Nan,1980
FRANCE,-21.75,-139,20,Chryses,1980
FRANCE,-22,-116,0,Leda,1980
FRANCE,-21.86,-139,150,Asios,1980
USA,37.3,-116.5,150,Tafi,1980
USSR,49.81,78.14,20,Nan,1980
USA,37,-116,20,Verdello,1980
USSR,49.94,78.86,150,Nan,1980
USSR,49.81,78.08,20,Nan,1980
USA,37.1,-116,150,Bonarda,1980
USA,37.1,-116.1,107,Riola,1980
USSR,46.79,48.29,8.5,Vega,1980
USSR,73.36,54.82,150,Nan,1980
USSR,49.94,79.1,150,Nan,1980
CHINA,41.04,89.94,1000,Nan,1980
USSR,50,78,20,Nan,1980
UK,37.1,-116,20,Dutchese,1980
USA,37.2,-116.2,20,Minersiron,1980
USSR,60.79,97.57,20,Batolit,1980
USA,37.1,-116,20,Dauphin,1980
FRANCE,-22,-139,5,Laerte,1980
FRANCE,-21.87,-138.96,150,Diomede,1980
USSR,50,78,20,Nan,1980
USSR,50,78,20,Nan,1980
USSR,61.73,66.76,15,Angara,1980
USSR,49.87,78.97,150,Nan,1980
UK,37.3,-116.3,150,Serpa,1980
USSR,49.98,78.01,20,Nan,1980
USSR,50.01,79.03,150,Nan,1980
USA,37.1,-116,150,Baseball,1981
USA,37,-116,20,Clairette,1981
USA,37.2,-116.1,20,Seco,1981
FRANCE,-22,-139,5,Broteas,1981
FRANCE,-22,-139,5,Tyro,1981
USSR,50,78,0.001,Nan,1981
FRANCE,-21.67,-138.84,20,Iphicles,1981
USSR,49.98,79.02,20,Nan,1981
FRANCE,-21.8,-138.9,20,Clymene,1981
USSR,49.87,78.9,20,Nan,1981
USA,37.2,-116,20,Vide,1981
USSR,68.21,53.5,37.6,Pirit,1981
USSR,49.94,79.01,20,Nan,1981
USA,37.102,-116.004,20,Aligote,1981
USSR,50,78,0.001,Nan,1981
USA,37.3,-116.3,150,Harzer,1981
USSR,49.72,78.09,20,Nan,1981
FRANCE,-22.18,-138.73,20,Lyncee,1981
USA,37.1,-116,20,Niza,1981
FRANCE,-22,-139,5,Eryx,1981
USA,37.1,-116,20,Pineau,1981
USSR,49.79,78.17,20,Nan,1981
FRANCE,-22,-139,5,Theras,1981
FRANCE,-21.89,-138.88,150,Agenor,1981
USA,37.2,-116,20,Havarti,1981
USSR,49.75,78.07,20,Nan,1981
USA,37.2,-116.1,20,Islay,1981
USSR,60.59,55.7,3.2,Geliy,1981
USA,37.1,-116,20,Trebbiano,1981
USSR,49.89,78.98,150,Nan,1981
USA,37,-116,20,Cernada,1981
USSR,46.82,48.28,8.5,Vega,1981
USSR,46.79,48.27,8.5,Vega,1981
USSR,73.32,54.55,150,Nan,1981
USA,37.1,-116,150,Paliza,1981
USSR,50,78,0.001,Nan,1981
USSR,49.88,78.89,150,Nan,1981
USSR,63.79,97.54,8.5,Shpat,1981
FRANCE,-22,-139,5,Leto,1981
FRANCE,-21.917,-138.996,20,Procles,1981
USA,37.076,-116.068,150,Tilci,1981
UK,37.108,-116.049,150,Rousanne,1981
USSR,49.736,78.183,20,Nan,1981
USSR,49.86,78.857,20,Nan,1981
USA,37.1,-116.1,150,Akavi,1981
FRANCE,-21.4,-139.4,20,Cilix,1981
FRANCE,-21.91,-138.88,20,Cadmos,1981
USA,37.1,-116.1,20,Caboa,1981
USSR,49.84,78.21,20,Nan,1981
USSR,49.9,78.86,150,Nan,1981
USA,37.1,-116.1,133,Jornada,1982
USA,37.2,-116.5,150,Molbo,1982
USA,37.3,-116.3,150,Hosta,1982
USSR,49.83,78.12,20,Nan,1982
FRANCE,-22,-139,5,Aerope,1982
FRANCE,-22,-139,5,Deiphobe,1982
FRANCE,-21.86,-139.03,20,Rhesos,1982
FRANCE,-22,-139,5,Evenos,1982
FRANCE,-22,-139,0,Aeson,1982
USA,37,-116,20,Tenaja,1982
USSR,49.87,78.92,150,Nan,1982
UK,37.3,-116.4,150,Gibne,1982
USA,37.1,-116.1,20,Kryddost,1982
USA,37.1,-116,150,Bouschet,1982
USA,37.114,-116.017,20,Kesti,1982
USA,37.236,-116.37,150,Nebbiolo,1982
USSR,49.795,78.158,20,Nan,1982
FRANCE,-22,-139,5,Laodice,1982
FRANCE,-21.766,-139.05,150,Antilokos,1982
USSR,49.995,78.856,150,Nan,1982
FRANCE,-22,-139,5,Pitane,1982
FRANCE,-21.864,-138.943,150,Laios,1982
USA,37.102,-116.075,150,Monterey,1982
USSR,53.813,104.132,8.5,Rift,1982
USA,37.084,-116.007,138,Atrisco,1982
USA,37.19,-116.048,20,Queso,1982
USSR,49.747,77.971,20,Nan,1982
USSR,49.92,78.812,20,Nan,1982
USA,37.02,-116.016,20,Cerro,1982
USSR,69.206,81.647,16,Rift,1982
USSR,49.854,78.216,20,Nan,1982
USA,37.212,-116.207,20,Huron Landing,1982
USA,37.212,-116.207,20,Diamond Ace,1982
USA,37.175,-116.088,150,Frisco,1982
USSR,64.313,91.834,8.5,Rift,1982
USA,37.091,-116.045,150,Borrego,1982
CHINA,41.632,88.301,15,Nan,1982
USSR,61.553,112.864,15,Neva,1982
USSR,73.392,54.559,150,Nan,1982
USSR,46.73,48.197,13.5,Vega,1982
USSR,46.748,48.215,8.5,Vega,1982
USSR,46.754,48.27,8.5,Vega,1982
USSR,46.743,48.213,8.5,Vega,1982
USA,37.024,-116.032,20,Seyval,1982
FRANCE,-22,-139,5,Procris,1982
USSR,49.928,78.869,150,Nan,1982
USA,37.03,-116.072,150,Manteca,1982
USSR,49.871,78.095,20,Nan,1982
USSR,50.066,79.043,150,Nan,1982
USA,37.051,-116.045,20,Coalora,1983
USA,37.163,-116.063,20,Cheedam,1983
USSR,50,78,0.001,Nan,1983
USA,37.301,-116.46,150,Cabra,1983
USSR,49,79,20,Nan,1983
USSR,49.815,78.222,20,Nan,1983
USA,37.073,-116.04,150,Turquoise,1983
FRANCE,-21.847,-138.906,150,Eurytos,1983
UK,37.112,-116.022,20,Armada,1983
FRANCE,-22,-139,5,Automedon,1983
USA,37.012,-116.089,20,Crowdie,1983
FRANCE,-21.895,-138.918,150,Cinyras,1983
USA,37.103,-116.006,20,Fahada,1983
USA,37,-116,20,Mini Jade,1983
USSR,49.74,78.206,20,Nan,1983
USA,37.158,-116.089,20,Danablu,1983
USSR,49.906,78.981,150,Nan,1983
FRANCE,-22,-139,5,Burisis,1983
USSR,49.81,78.107,20,Nan,1983
FRANCE,-21.745,-138.917,20,Oxylos,1983
USSR,51.308,53.273,15,Lira,1983
USSR,51.34,53.27,15,Lira,1983
USSR,51.344,53.291,15,Lira,1983
FRANCE,-22,-139,20,Battos,1983
USA,37.119,-116.084,20,Laban,1983
FRANCE,-21.835,-138.922,150,Carnabon,1983
USA,36.998,-116.003,20,Sabado,1983
USSR,73.383,54.913,150,Nan,1983
USA,37.192,-115.992,20,Jarlsberg,1983
USA,37.273,-116.355,143,Chancellor,1983
USSR,49.878,78.183,20,Nan,1983
USA,37.21,-116.209,20,Midnight Zephyr,1983
USA,37,-116,20,Branco/Herkim,1983
USA,37.106,-116.049,150,Techado,1983
USSR,46.816,48.291,8.5,Vega,1983
USSR,46.817,48.279,8.5,Vega,1983
USSR,46.86,48.272,8.5,Vega,1983
USSR,46.78,48.3,8.5,Vega,1983
USSR,46.796,48.297,8.5,Vega,1983
USSR,46.837,48.231,8.5,Vega,1983
USSR,73.348,54.495,150,Nan,1983
USA,37,-116,20,Navata,1983
USSR,49.932,78.843,150,Nan,1983
CHINA,41.566,88.766,100,Nan,1983
USSR,49.921,78.907,150,Nan,1983
USSR,50,78,20,Nan,1983
USSR,50.066,79.036,20,Nan,1983
USSR,49.764,78.169,20,Nan,1983
USSR,50,78,20,Nan,1983
FRANCE,-22,-139,5,Linos,1983
FRANCE,-22,-139,20,Gyges,1983
USA,37.021,-115.975,20,Muggins,1983
USA,37.14,-116.072,150,Romano,1983
USSR,49.838,78.218,20,Nan,1983
USA,37,-116,150,Gorbea,1984
USA,37,-116,20,Midas Myth/Mila,1984
USSR,49.888,78.788,150,Nan,1984
USA,37,-116,150,Tortugas,1984
USSR,50.022,78.978,150,Nan,1984
USSR,49.934,79.013,150,Nan,1984
USA,37,-116,20,Agrini,1984
USSR,49.766,78.185,150,Nan,1984
USSR,49.934,78.915,150,Nan,1984
UK,37,-116,150,Mundo,1984
USA,37,-116,20,Orkney,1984
FRANCE,0,0,5,Demophon,1984
FRANCE,-21.852,-138.961,150,Midas,1984
USA,37,-116,20,Bellow,1984
USSR,49.98,79.06,150,Nan,1984
USA,37,-116,150,Caprock,1984
FRANCE,0,0,20,Aristee,1984
FRANCE,-21.933,-138.992,150,Echemos,1984
USA,37,-116,150,Duoro,1984
USA,37,-116,20,Normanna,1984
USSR,49.891,78.963,150,Nan,1984
USSR,51.356,53.249,15,Lira,1984
USSR,51.374,53.257,15,Lira,1984
USSR,51.353,53.271,15,Lira,1984
USA,37,-116,150,Kappeli,1984
USA,37,-116,20,Correo,1984
USSR,65.025,55.187,8.5,Kvarts,1984
USSR,61.889,72.149,8.5,Kvarts,1984
USSR,74.1,53.8,20,Nan,1984
USSR,67.774,33.688,1.7,Dnepr-2,1984
USSR,61,58,3.2,Geliy,1984
USSR,61,58,3.2,Geliy,1984
USA,0,0,20,Dolcetto,1984
USA,37,-116,20,Wexford,1984
USSR,49.873,78.208,20,Nan,1984
USA,0,0,150,Breton,1984
USSR,55.835,87.408,10,Kvarts,1984
USA,0,0,20,Vermejo,1984
CHINA,41.633,88.781,70,Nan,1984
USSR,50,80,20,Nan,1984
USSR,73.365,54.979,150,Nan,1984
USSR,49.95,78.842,150,Nan,1984
USSR,47.044,47.919,3.2,Vega,1984
USSR,46.843,48.023,3.2,Vega,1984
FRANCE,0,0,20,Machaon,1984
FRANCE,0,0,150,Acaste,1984
USA,0,0,20,Villita,1984
USSR,49,78,20,Nan,1984
FRANCE,-22,-139,5,Milletos,1984
USSR,50,81,150,Nan,1984
FRANCE,0,0,150,Mennon,1984
UK,36,-112,150,Egmont,1984
USA,37,-116,150,Tierra,1984
USSR,48,77,150,Nan,1984
CHINA,41.5,89,50,Nan,1984
USA,0,0,20,Minero,1984
USSR,49,80,150,Nan,1984
USSR,49.869,78.818,150,Nan,1985
USA,37.058,-116.045,150,Vaughn,1985
USA,37.18,-116.089,150,Cottage,1985
USA,37.095,-116.032,150,Hermosa,1985
USA,37.201,-116.207,20,Misty Rain,1985
USSR,49.907,78.932,150,Nan,1985
FRANCE,0,0,20,Cercyon,1985
USA,37.253,-116.325,150,Towanda,1985
FRANCE,0,0,150,Nisos,1985
FRANCE,0,0,20,Talaos,1985
FRANCE,0,0,20,Erginos,1985
USA,37.248,-116.489,150,Salut,1985
USA,37.008,-116.084,20,Ville,1985
USSR,50,79,150,Nan,1985
USSR,0,0,2.5,Benzol,1985
USA,37.124,-116.122,20,Maribo,1985
USSR,50,79,150,Nan,1985
USSR,50,78,20,Nan,1985
USSR,65.965,40.754,8.5,Agat,1985
USSR,50,78,20,Nan,1985
USSR,50,79,150,Nan,1985
USSR,50,79,20,Nan,1985
USA,37.297,-116.438,150,Serena,1985
USA,37,-116,20,Cebrero,1985
USA,37.002,-116.043,20,Chamita,1985
USA,37.09,-116.002,20,Ponil,1985
USA,37.209,-116.152,20,Diamond Beech,1985
USA,37,-116,20,Mill Yard,1985
USA,37.11,-116.121,150,Roquefort,1985
FRANCE,-22,-139,5,Hero,1985
FRANCE,-22,-139,150,Codros,1985
USA,37,-116,20,Abo,1985
FRANCE,-22,-139,20,Zetes,1985
FRANCE,-22,-139,150,Megaree,1985
UK,37.053,-116.045,150,Kinibito,1985
USA,37.238,-116.473,150,Goldstone,1985
USA,37.083,-116.066,29,Glencoe,1986
USA,37.157,-116.204,20,Mighty Oak,1986
USA,37,-116,20,Mogollon,1986
USA,37.264,-116.44,20,Jefferson,1986
FRANCE,-22.15,-139.12,20,Hyllos,1986
FRANCE,-22,-139,5,Ceto,1986
USA,37.125,-116.061,20,Panamint,1986
FRANCE,-22,-139,20,Sthelenoss,1986
FRANCE,-21.913,-139.1,150,Galatee,1986
USA,37.098,-116.016,150,Tajo,1986
UK,37.265,-116.499,150,Darwin,1986
USA,37.279,-116.356,119,Cybar,1986
USA,37.143,-116.071,20,Cornucopia,1986
USA,37,-116,20,Galveston,1986
USA,37.069,-116.05,20,Aleman,1986
USA,37.3,-116.307,150,Labquark,1986
USA,37.22,-116.462,150,Belmont,1986
FRANCE,-22,-139,5,Hesione,1986
FRANCE,-21.894,-139.068,20,Nauplios,1986
USA,37.1,-116.048,150,Gascon,1986
FRANCE,-22,-139,5,Peneleos,1986
FRANCE,-21.877,-138.986,150,Circe,1986
USA,37.263,-116.412,150,Bodie,1986
USA,37.225,-116.08,20,Hazebrook,1987
USA,37.011,-116.045,20,Tornero,1987
USSR,50,78,20,Nan,1987
USSR,50,79,20,Nan,1987
USA,37,-116,20,Middle Note,1987
USSR,50,79,150,Nan,1987
USSR,50,78,20,Nan,1987
USSR,49.851,78.69,150,Nan,1987
USA,37.248,-116.509,150,Delamar,1987
USSR,60.781,56.22,3.2,Geliy,1987
USSR,60.674,56.295,3.2,Geliy,1987
USA,36.983,-116.005,20,Precidio,1987
USA,37.233,-116.423,150,Hardin,1987
FRANCE,-22,-139,20,Jocaste,1987
USSR,49.75,77.99,20,Nan,1987
FRANCE,-22,-139,150,Lycomede,1987
CHINA,41.6,88.9,200,Nan,1987
USSR,49.865,78.143,20,Nan,1987
FRANCE,-22,-139,20,Dirce,1987
USA,37.194,-116.035,20,Brie,1987
USSR,49.901,78.726,150,Nan,1987
USA,37.22,-116.178,20,Mission Ghost,1987
FRANCE,-21.984,-138.844,150,Iphitos,1987
USA,37,-116,20,Panchuela,1987
USSR,62.11,112.77,15,Neva,1987
UK,37.104,-116.023,150,Midland,1987
USSR,49.797,78.235,150,Nan,1987
USSR,62.7,112.7,15,Neva,1987
USSR,49.828,78.898,150,Nan,1987
USSR,73.289,54.713,150,Nan,1987
USSR,61.426,112.708,3.2,Neva,1987
USA,37.061,-116.045,150,Tahoka,1987
USSR,49,78,20,Nan,1987
USA,37.228,-116.375,150,Lockney,1987
USSR,47.633,56.218,8.5,Batolit,1987
USSR,49,78,20,Nan,1987
USA,37.142,-116.079,150,Borate,1987
FRANCE,-22,-139,150,Helenos,1987
FRANCE,-22.34,-138.97,20,Pasiphae,1987
USSR,49.872,78.795,150,Nan,1987
FRANCE,-21.878,-139.037,150,Pelee,1987
FRANCE,-22,-139,20,Danae,1987
USA,36.996,-116.004,20,Waco,1987
USA,37.235,-116.163,20,Mission Cyber,1987
USSR,49.955,78.852,150,Nan,1987
USSR,49.753,78.024,20,Nan,1987
USSR,49.831,78.744,150,Nan,1987
USSR,49.799,78.064,20,Nan,1988
USSR,49.905,78.905,150,Nan,1988
USA,37.314,-116.471,150,Kernville,1988
USSR,49.884,78.965,150,Nan,1988
USA,37.013,-116.044,20,Abilene,1988
USSR,49.822,78.119,20,Nan,1988
USSR,49.928,78.769,150,Nan,1988
USSR,73.364,54.445,20,Nan,1988
FRANCE,-21.867,-139.072,150,Nelee,1988
USA,37.124,-116.072,150,Schellbourne,1988
USA,37.032,-115.987,150,Laredo,1988
FRANCE,-21.903,-139.009,150,Niobe,1988
USA,37.26,-116.441,150,Comstock,1988
USSR,50.045,79.005,20,Nan,1988
FRANCE,-21,-139,5,Antigone,1988
USA,37.166,-116.072,150,Rhyolite,1988
USA,37,-116,150,Nightingale,1988
FRANCE,-21.906,-139.016,20,Dejanire,1988
USA,37.252,-116.377,150,Alamo,1988
USA,37.297,-116.307,150,Kearsarge,1988
USSR,66.316,78.548,15,Rubin,1988
USA,37.001,-116.005,20,Harlingen A/B,1988
USA,37.086,-116.069,150,Bullfrog,1988
USSR,61.331,47.955,8.5,Rubin,1988
USSR,49.833,78.808,150,Nan,1988
CHINA,41.75,88.474,20,Nan,1988
USA,37.089,-116.049,150,Dalhart,1988
USSR,49.866,78.081,20,Nan,1988
FRANCE,-22,-139,5,Acrisios,1988
FRANCE,-21.883,-139.046,150,Thrasymedee,1988
USA,37,-116,20,Monahans A/B,1988
USSR,50.078,78.988,20,Nan,1988
USSR,49.818,78.071,20,Nan,1988
FRANCE,-21.991,-138.907,150,Pheres,1988
FRANCE,-22.244,-138.836,150,Cycnos,1988
USSR,73.387,54.998,150,Nan,1988
USA,37,-116,20,Kawich A-W/A-B,1988
USA,37.199,-116.209,150,Misty Echo,1988
USSR,49.886,78.926,150,Nan,1988
USSR,50,78,20,Nan,1988
USSR,49.924,78.831,150,Nan,1989
USA,37.077,-116.001,150,Texarkana,1989
USSR,49.925,78.74,150,Nan,1989
USSR,49.868,78.079,20,Nan,1989
USA,37.128,-116.122,20,Kawich R/B,1989
USA,37.143,-116.067,150,Ingot,1989
FRANCE,-21.881,-138.978,20,Epeios,1989
USA,37.108,-116.121,20,Palisade 1-3,1989
FRANCE,-21,-139,5,Tecmessa,1989
USA,37.086,-116.055,20,Tulia,1989
FRANCE,-21.832,-139.01,150,Nyctee,1989
FRANCE,-22.252,-138.74,150,Cyzicos,1989
USA,37.283,-116.412,150,Contact,1989
USA,37.275,-116.354,150,Amarillo,1989
USSR,49.873,78.815,150,Nan,1989
USSR,50.039,79.019,20,Nan,1989
USA,37.376,-116.163,20,Disko Elm,1989
USSR,49.746,78.013,20,Nan,1989
USSR,49.92,79.001,150,Nan,1989
FRANCE,-21.902,-138.986,150,Hypsipyle,1989
USA,37.263,-116.491,150,Hornitos,1989
FRANCE,-21.766,-138.97,20,Erigone,1989
USA,37.107,-116.013,20,Muleshoe,1989
FRANCE,-21.917,-138.965,20,Tros,1989
FRANCE,-22,-139,0,Daunus,1989
FRANCE,-22.258,-138.843,150,Lycos,1989
UK,37.231,-116.409,150,Barnwell,1989
USA,37,-116,20,Whiteface A/B,1989
USA,37.113,-116.055,150,Metropolis,1990
USA,37,-116,20,Bowie,1990
CHINA,41.654,88.736,65,Nan,1990
FRANCE,-21.819,-138.94,20,Telephe,1990
FRANCE,-21,-138,20,Megapenthes,1990
USA,37.262,-116.42,150,Bullion,1990
USA,36.993,-116.004,20,Austin,1990
FRANCE,-22.192,-138.841,150,Cypselos,1990
FRANCE,-21.866,-139.046,20,Anticlee,1990
USA,37.207,-116.214,20,Mineral Q/Rbg,1990
CHINA,41.586,88.799,200,Nan,1990
USA,37,-116,20,Sundown A/B,1990
USA,37,-116,20,Ledoux,1990
USA,37.248,-116.494,150,Tenaboo,1990
USSR,73.364,54.827,150,Nan,1990
FRANCE,-22.147,-138.852,150,Hyrtacos,1990
UK,37.227,-116.371,150,Houston,1990
FRANCE,-21.906,-138.96,150,Thoas,1990
USA,37.104,-116.074,20,Coso B/G/S,1991
USA,37.296,-116.313,150,Bexar,1991
USA,37.245,-116.442,150,Montello,1991
FRANCE,-21,-138,5,Melanippe,1991
FRANCE,-21.832,-139.014,150,Alcinoos,1991
FRANCE,-22.267,-138.766,150,Periclymenos,1991
FRANCE,-21.865,-139.065,150,Pitthee,1991
FRANCE,-21,-138,5,Coronis,1991
FRANCE,-21.833,-138.995,150,Lycurgue,1991
USA,37.087,-116.002,20,Floydada,1991
USA,37.226,-116.428,150,Hoya,1991
USA,37.236,-116.166,20,Distant Zenith,1991
USA,37.063,-116.045,150,Lubbock,1991
UK,37.096,-116.07,20,Bristol,1991
USA,37.272,-116.36,150,Junction,1992
USA,37,-116,20,Dimond Fortune,1992
CHINA,41.604,88.813,660,Nan,1992
USA,37.005,-116.01,20,Victoria,1992
USA,37.124,-116.031,20,Galena Y/O/G,1992
USA,37.207,-116.21,20,Hunters Trophy,1992
USA,37.021,-115.988,20,Divider,1992
CHINA,41.763,88.387,20,Nan,1992
CHINA,41.667,88.695,80,Nan,1993
CHINA,41.527,88.71,120,Nan,1994
CHINA,41.662,88.753,120,Nan,1994
CHINA,41.603,88.82,200,Nan,1995
CHINA,41.559,88.8,160,Nan,1995
FRANCE,-21.852,-138.844,20,Tethys,1995
FRANCE,-22.25,-138.745,110,Ploutos,1995
FRANCE,-21.891,-138.983,60,Aepytos,1995
FRANCE,-21.879,-139.032,40,Pbegee,1995
FRANCE,-21.881,-138.973,30,Themisto,1995
FRANCE,-22.236,-138.815,120,Xouthos,1996
CHINA,41.65,88.76,120,Nan,1996
CHINA,41.69,88.35,12,Nan,1996
INDIA,27.07,71.7,20,Shakti 1-3,1998
INDIA,27.07,71.7,1,Nan,1998
PAKIST,28.9,64.89,35,Nan,1998
PAKIST,28.49,63.78,18,Nan,1998